"index","nrel","Ll","Lw","Gl","Gd","El","Ed"
1,0.090909090909091,9.7331800120066,0.459953566027123,2.22842782067630,0.183661571804604,0,0
1,0.181818181818182,7.9608091224105,0.440884597671983,2.3558976646888,0.203137579545232,0,0
1,0.272727272727273,6.44288069298538,0.421742732051292,2.54018364498786,0.219504776933295,0,0
1,0.363636363636364,6.53207511203142,0.436641484259579,2.9116842483466,0.236990669871493,0,0
1,0.454545454545455,8.10979724492807,0.529892206769599,3.92529204649215,0.257094263780079,0,0
1,0.545454545454545,10.4219481622514,0.710572109397053,6.02964004029983,0.265406603924198,0,0
1,0.636363636363636,13.9238821900138,0.952094746910378,8.62817171410175,0.279420598257919,0,0
1,0.727272727272727,17.0162045101955,1.19044510905142,10.4401994540460,0.3200305368958,3.8,0.0713812154696133
1,0.818181818181818,18.9838267026700,1.36779257509379,11.1607355120877,0.360913288787812,8,0.150276243093923
1,0.909090909090909,18.7185558728508,1.49599630328182,11.8717571529351,0.338102938256756,12,0.225414364640884
1,1,14.5095666838410,1.61673969082368,12.5684225600532,0.260878274577915,18.1,0.34
